424,27,789,1619796969.051928
424,36,783,1619796969.159995
441,87,782,1619796969.2938745
448,115,784,1619796969.3973155
448,136,783,1619796969.4858115
444,156,784,1619796969.569062
438,181,793,1619796969.6632366
422,204,795,1619796969.755479
412,221,797,1619796969.8530707
414,254,799,1619796969.9529428
416,275,805,1619796970.037213
252,417,939,1619796970.037213
423,306,819,1619796970.1604035
429,328,826,1619796970.2564743
228,348,903,1619796970.3699548
448,358,828,1619796970.3699548
218,327,909,1619796970.5158846
460,388,829,1619796970.5158846
218,302,910,1619796970.6302013
460,418,845,1619796970.6302013
328,24,786,1619796970.7482808
229,287,903,1619796970.7482808
458,444,855,1619796970.7482808
346,42,770,1619796970.9004107
229,260,893,1619796970.9004107
434,459,890,1619796970.9004107
358,58,761,1619796971.027643
225,245,891,1619796971.027643
380,89,758,1619796971.1674833
223,218,886,1619796971.1674833
395,117,772,1619796971.2842615
218,191,882,1619796971.2842615
409,136,772,1619796971.3931847
212,169,894,1619796971.3931847
206,140,876,1619796971.5081897
427,171,776,1619796971.5081897
209,115,867,1619796971.617855
438,197,781,1619796971.617855
214,96,867,1619796971.7238276
439,229,786,1619796971.7238276
223,78,863,1619796971.8456476
435,261,798,1619796971.8456476
234,65,863,1619796971.9409559
430,291,811,1619796971.9409559
255,57,875,1619796972.058393
417,336,801,1619796972.058393
276,57,887,1619796972.181587
403,365,811,1619796972.181587
298,60,877,1619796972.2787392
399,395,817,1619796972.2787392
309,57,870,1619796972.3692472
393,421,822,1619796972.3692472
326,51,866,1619796972.4729092
394,351,1046,1619796972.4729092
385,446,829,1619796972.4729092
343,47,862,1619796972.5832894
354,39,858,1619796972.6917827
368,32,857,1619796972.7728698
384,27,861,1619796972.8622
400,21,861,1619796972.948506
368,38,1105,1619796973.1853478
403,25,858,1619796973.9485624
387,28,860,1619796974.018977
367,37,861,1619796974.0961983
341,50,863,1619796974.1897552
327,65,866,1619796974.2810483
318,76,863,1619796974.357756
301,94,863,1619796974.4581015
294,109,868,1619796974.534601
289,127,876,1619796974.6207345
281,140,887,1619796974.7091858
276,151,893,1619796974.7918072
272,176,895,1619796974.9242594
271,193,891,1619796975.0150254
264,200,890,1619796975.1005647
261,209,887,1619796975.1695204
247,228,883,1619796975.2692356
239,243,891,1619796975.3569057
493,450,856,1619796975.3569057
227,272,896,1619796975.4783733
484,407,842,1619796975.4783733
214,297,900,1619796975.5878837
476,367,839,1619796975.5878837
458,329,854,1619796975.7055876
196,322,904,1619796975.7055876
431,290,833,1619796975.8467834
196,345,906,1619796975.8467834
418,263,818,1619796975.9620962
216,367,904,1619796975.9620962
404,240,821,1619796976.098234
232,383,920,1619796976.098234
404,224,826,1619796976.2241366
251,411,939,1619796976.2241366
407,214,819,1619796976.3477132
270,432,941,1619796976.3477132
416,210,809,1619796976.451075
283,453,942,1619796976.451075
423,206,807,1619796976.5461385
429,210,814,1619796976.6317644
432,207,807,1619796976.7428935
432,205,807,1619796976.839227
430,205,798,1619796976.9316754
426,204,798,1619796977.0276031
422,205,801,1619796977.1172798
425,205,799,1619796977.2003105
421,214,798,1619796977.293481
420,212,799,1619796977.3799224
418,213,799,1619796977.4887848
416,208,802,1619796977.597447
417,446,1095,1619796977.597447
412,200,800,1619796977.7045035
406,188,798,1619796977.8024504
412,443,1095,1619796977.8024504
395,176,797,1619796977.9275756
487,455,868,1619796977.9275756
388,168,795,1619796978.030539
389,156,793,1619796978.1284382
465,448,863,1619796978.1284382
398,153,791,1619796978.2511342
438,451,850,1619796978.2511342
408,153,791,1619796978.3610501
414,448,847,1619796978.3610501
424,149,788,1619796978.4857368
371,443,834,1619796978.4857368
439,150,788,1619796978.591413
343,431,833,1619796978.591413
451,149,785,1619796978.691246
311,414,829,1619796978.691246
453,152,783,1619796978.8036888
287,390,821,1619796978.8036888
455,151,780,1619796978.9143827
271,364,817,1619796978.9143827
451,150,780,1619796979.0257745
271,333,820,1619796979.0257745
446,154,782,1619796979.1411505
267,309,804,1619796979.1411505
445,156,783,1619796979.248169
263,286,796,1619796979.248169
452,167,786,1619796979.3716607
246,249,789,1619796979.3716607
464,172,788,1619796979.480296
240,225,789,1619796979.480296
480,178,786,1619796979.5931246
221,193,788,1619796979.5931246
211,161,785,1619796979.7071755
487,190,789,1619796979.7071755
210,133,781,1619796979.8178563
485,202,790,1619796979.8178563
217,100,781,1619796979.9326587
482,211,792,1619796979.9326587
234,73,785,1619796980.0395188
475,224,792,1619796980.0395188
258,49,782,1619796980.1410713
464,230,795,1619796980.1410713
287,22,783,1619796980.2568517
460,241,797,1619796980.2568517
458,257,801,1619796980.381335
308,62,993,1619796980.4788759
460,268,801,1619796980.4788759
304,36,995,1619796980.6165295
468,280,811,1619796980.6165295
471,296,814,1619796980.7765925
467,309,818,1619796980.9123623
252,446,951,1619796980.9123623
462,326,820,1619796981.0350943
232,427,939,1619796981.0350943
457,346,824,1619796981.1825328
458,361,825,1619796981.2925205
462,375,835,1619796981.3886375
174,375,906,1619796981.3886375
164,354,903,1619796981.560372
473,415,847,1619796981.560372
152,338,909,1619796981.7067811
484,447,854,1619796981.7067811
168,317,907,1619796981.826431
173,300,907,1619796981.9362597
177,283,902,1619796982.042855
176,270,899,1619796982.1472201
178,262,899,1619796982.2327619
183,250,896,1619796982.312176
182,243,893,1619796982.3833551
180,236,887,1619796982.4711578
180,226,883,1619796982.5473943
181,216,881,1619796982.6319902
185,208,890,1619796982.7185202
182,194,885,1619796982.7947779
185,180,883,1619796982.8864026
182,156,882,1619796982.9904304
179,130,875,1619796983.0913935
179,106,873,1619796983.175819
425,31,782,1619796983.2561288
178,86,866,1619796983.2561288
445,62,765,1619796983.3837438
179,63,865,1619796983.3837438
185,47,861,1619796983.5063968
460,90,758,1619796983.5063968
201,30,856,1619796983.6237903
461,132,762,1619796983.6237903
215,115,1115,1619796983.6237903
212,25,860,1619796983.7495577
460,171,769,1619796983.7495577
454,205,782,1619796983.8659503
438,238,789,1619796983.9777105
420,270,790,1619796984.0643837
414,305,793,1619796984.178051
407,338,788,1619796984.2834954
401,364,803,1619796984.3939338
407,385,809,1619796984.4985278
415,410,816,1619796984.5943289
419,435,828,1619796984.6991732
429,453,834,1619796984.8221223
374,25,870,1619796985.7981377
352,40,871,1619796985.9128404
329,73,868,1619796986.026631
310,98,870,1619796986.1262996
491,440,855,1619796986.1262996
291,131,872,1619796986.2464528
489,400,857,1619796986.2464528
282,146,881,1619796986.3583384
497,364,857,1619796986.3583384
274,174,900,1619796986.4905014
504,326,868,1619796986.4905014
270,202,903,1619796986.6215215
515,291,854,1619796986.6215215
271,224,902,1619796986.7552896
521,254,841,1619796986.7552896
505,216,841,1619796986.885257
264,247,895,1619796986.885257
484,177,839,1619796987.0102077
255,266,900,1619796987.0102077
467,135,820,1619796987.128255
261,295,903,1619796987.128255
459,84,808,1619796987.2745264
457,46,808,1619796987.3840654
254,360,935,1619796987.3840654
256,382,932,1619796987.4924622
266,411,937,1619796987.5968826
279,429,928,1619796987.7203496
385,449,849,1619796989.5429804
358,425,844,1619796989.6317992
340,404,850,1619796989.7140203
318,379,851,1619796989.8085954
294,358,827,1619796989.9069765
261,342,818,1619796990.00876
239,327,817,1619796990.1163285
201,314,820,1619796990.2288167
175,307,825,1619796990.3241675
140,303,818,1619796990.4376616
99,296,806,1619796990.567644
71,291,804,1619796990.6916385
48,284,817,1619796990.7933762
426,22,791,1619796991.2313356
433,41,785,1619796991.3485408
360,449,939,1619796991.3485408
449,79,798,1619796991.4776804
334,425,921,1619796991.4776804
465,106,791,1619796991.6021469
298,401,913,1619796991.6021469
476,139,791,1619796991.708902
289,374,907,1619796991.708902
478,177,798,1619796991.8378224
268,347,918,1619796991.8378224
